@RELATION mark1
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE features69 NUMERIC
@ATTRIBUTE features70 NUMERIC
@ATTRIBUTE class {ah_drakht_boht_sohna_lag_reha,ah_gana_download_kar,balli_ik_kam_kar,kuch_nava_try_karo,last_sample,mausam_vadia_ajj,parkhin_na_pahunch_jatt_di,tathe_nu_phone_la,thoda_ja_lamba_phrase}

@DATA
0.028978,0.025240,2.943417,0.143050,0.218598,0.171498,0.009809,0.020962,-25.722351,2.022499,0.668749,0.932432,0.064374,0.016177,0.060062,0.170328,0.187525,0.164397,0.091753,0.035861,0.059471,0.005808,0.000791,0.092082,0.008074,0.031443,0.003486,0.150043,0.000325,0.001358,0.005824,0.051614,0.002894,0.055403,0.021769,0.027871,0.145958,0.056320,0.041377,0.204651,0.005588,0.029036,1.539825,0.451319,0.376469,0.295316,0.228807,0.193364,0.195518,0.169002,0.155684,0.151523,0.192612,0.160998,0.140782,0.006897,0.000818,0.062360,0.013359,0.030056,0.004506,0.086220,0.000397,0.001217,0.006464,0.046005,0.007243,0.016246,240.000000,0.150685,mausam_vadia_ajj
0.027926,0.030591,3.005286,0.122358,0.199267,0.140120,0.008827,0.023533,-25.049961,2.315225,0.695518,1.007701,0.026218,0.113041,0.082249,0.158047,0.190110,0.148941,0.078027,0.009951,0.020266,0.009396,0.001416,0.084009,0.009339,0.057078,0.003223,0.086392,0.000811,0.002385,0.008358,0.041494,0.001648,0.040705,0.015138,0.012245,0.140308,0.029568,0.020957,0.153238,0.004482,0.020824,0.698573,0.374329,0.397195,0.237168,0.302997,0.238432,0.223232,0.206655,0.167622,0.171066,0.169597,0.165238,0.118208,0.007424,0.002293,0.047660,0.010809,0.038761,0.003702,0.049599,0.001656,0.003917,0.006662,0.026547,0.001850,0.010490,200.000000,0.136364,mausam_vadia_ajj
0.029325,0.015398,3.024177,0.125400,0.200379,0.197139,0.008057,0.027828,-25.632052,2.225136,0.742672,0.946741,0.086666,0.025134,-0.003674,0.132239,0.092690,0.160478,0.127490,-0.011296,0.050095,0.010570,0.001176,0.077958,0.012112,0.047196,0.006095,0.089522,0.000440,0.002720,0.013425,0.035820,0.003290,0.038786,0.016469,0.013340,0.151924,0.026735,0.019658,0.179678,0.003760,0.029843,1.287893,0.305725,0.335212,0.363388,0.298457,0.172077,0.228297,0.199534,0.191179,0.187824,0.134819,0.175916,0.125327,0.013041,0.001181,0.052699,0.012771,0.031867,0.006018,0.042507,0.000588,0.002911,0.012219,0.026842,0.004233,0.010190,240.000000,0.130435,mausam_vadia_ajj
0.022346,0.016894,2.992267,0.107261,0.185388,0.099134,0.009261,0.018572,-25.971663,2.395486,0.746839,1.077130,0.005251,0.054410,0.028466,0.220995,0.147603,0.171853,0.146707,0.066797,-0.014563,0.008509,0.001093,0.077512,0.009419,0.061829,0.004859,0.082120,0.000434,0.002070,0.006794,0.045649,0.003680,0.040966,0.009277,0.013269,0.152059,0.026659,0.021992,0.082621,0.004560,0.013212,0.910451,0.357637,0.350963,0.290650,0.283304,0.155581,0.268185,0.194982,0.161559,0.159448,0.178984,0.169534,0.128496,0.009201,0.001083,0.057146,0.008266,0.037684,0.005885,0.043236,0.000746,0.002811,0.005254,0.033361,0.006704,0.007270,150.000000,0.179104,mausam_vadia_ajj
0.030172,0.021356,2.960127,0.121859,0.191986,0.184552,0.007758,0.025650,-25.514712,1.882660,0.772048,0.941653,-0.027908,0.012294,0.105618,0.166708,0.016032,0.078011,0.063802,0.073350,0.046045,0.007307,0.001155,0.081631,0.013191,0.030302,0.004274,0.150965,0.000347,0.001754,0.007208,0.043981,0.001498,0.051635,0.013947,0.021953,0.164702,0.024599,0.019151,0.148488,0.003904,0.029951,1.207142,0.433901,0.375685,0.290643,0.262643,0.198315,0.227707,0.173059,0.182193,0.183436,0.160891,0.172157,0.146736,0.007199,0.001864,0.049012,0.017606,0.026511,0.005248,0.082291,0.000447,0.002307,0.006637,0.034488,0.001983,0.016505,240.000000,0.147541,mausam_vadia_ajj
0.031193,0.026540,2.971311,0.122759,0.195834,0.173224,0.008540,0.024319,-25.132780,2.119940,0.732966,0.979796,-0.024037,-0.006528,-0.021781,0.068851,0.108571,0.254581,0.143401,0.072635,-0.015298,0.007686,0.001360,0.086168,0.010574,0.035966,0.003266,0.105586,0.000600,0.002835,0.007444,0.057166,0.003409,0.045632,0.017107,0.026076,0.175524,0.029289,0.018853,0.182454,0.004650,0.025984,1.174331,0.471436,0.364668,0.294962,0.249134,0.202322,0.188927,0.196187,0.140371,0.143072,0.154627,0.159542,0.140571,0.007509,0.001550,0.055570,0.014437,0.030202,0.003085,0.069615,0.000652,0.002634,0.007377,0.041175,0.005350,0.014039,200.000000,0.119403,mausam_vadia_ajj
0.026732,0.026549,3.003455,0.121345,0.197744,0.134856,0.008788,0.019117,-25.554903,2.343824,0.657681,1.003542,-0.041884,0.064407,0.065571,0.167714,0.207575,0.165948,0.059490,0.026347,-0.000251,0.007641,0.001662,0.082931,0.009816,0.038352,0.003704,0.124416,0.000777,0.002706,0.007787,0.042427,0.002256,0.046849,0.015307,0.023588,0.154655,0.032082,0.023556,0.152265,0.004619,0.019017,1.200606,0.468568,0.459802,0.279170,0.300060,0.190209,0.231904,0.184767,0.189230,0.156364,0.144722,0.143776,0.127503,0.006982,0.003051,0.047471,0.011327,0.025715,0.004468,0.077445,0.001708,0.003950,0.006345,0.036958,0.002967,0.014526,100.000000,0.136364,mausam_vadia_ajj
0.030520,0.034853,3.046884,0.119570,0.191039,0.198081,0.007284,0.025076,-25.029361,2.352505,0.758404,0.907285,0.055034,0.019685,0.127980,0.101548,0.178085,0.156291,0.144988,0.012634,0.080557,0.007267,0.001950,0.108020,0.007195,0.045826,0.003061,0.067039,0.000564,0.003428,0.009396,0.047256,0.002616,0.040622,0.016422,0.032504,0.124359,0.027519,0.021608,0.175539,0.003072,0.029889,1.184630,0.466375,0.437746,0.293271,0.245641,0.216116,0.254631,0.188813,0.191875,0.140711,0.128413,0.176314,0.134842,0.005678,0.002319,0.056656,0.008671,0.030541,0.003269,0.037661,0.000801,0.003651,0.010040,0.033334,0.004866,0.010178,240.000000,0.115942,mausam_vadia_ajj
0.029840,0.027790,3.002757,0.122190,0.196227,0.193417,0.009694,0.024395,-25.461218,2.351300,0.783276,0.908634,0.039803,0.047698,0.123903,0.044398,0.169601,0.086845,0.121870,-0.018608,0.090624,0.008562,0.001324,0.080057,0.011075,0.039102,0.006292,0.099681,0.000650,0.002406,0.008999,0.048364,0.002835,0.042220,0.017664,0.022130,0.182193,0.033059,0.024458,0.178997,0.006355,0.025687,1.074975,0.480990,0.406347,0.290550,0.302890,0.214792,0.262581,0.190265,0.161637,0.179821,0.148139,0.175715,0.167351,0.010734,0.001710,0.059666,0.015613,0.032036,0.007910,0.056151,0.001209,0.002393,0.009363,0.034020,0.002709,0.012758,200.000000,0.119403,mausam_vadia_ajj
0.030513,0.029837,3.038430,0.126942,0.202537,0.182554,0.009604,0.027798,-25.318366,2.295417,0.767295,0.975459,0.004080,0.082683,0.079158,0.086425,0.177872,0.095043,0.098877,0.000236,0.019461,0.007418,0.001517,0.085964,0.012815,0.045242,0.004390,0.083280,0.000315,0.002441,0.008963,0.052534,0.002059,0.040961,0.020425,0.027916,0.142621,0.031541,0.022770,0.196568,0.005886,0.031374,1.064754,0.473610,0.324688,0.307749,0.290522,0.198317,0.234086,0.211294,0.154666,0.189348,0.146901,0.194703,0.169999,0.006988,0.002021,0.058338,0.014455,0.034358,0.004290,0.047250,0.000248,0.002943,0.007843,0.041697,0.002991,0.010109,200.000000,0.126984,mausam_vadia_ajj
0.021756,0.031018,3.008440,0.111490,0.192450,0.104183,0.009934,0.017151,-25.307824,2.442182,0.747276,1.088112,0.124232,0.154321,0.056521,0.190671,0.223967,0.146230,0.072401,0.017339,0.058957,0.007192,0.001194,0.081337,0.006799,0.059454,0.002754,0.079718,0.000690,0.001857,0.018502,0.040333,0.002424,0.040395,0.013616,0.018685,0.156642,0.025888,0.019999,0.128738,0.004614,0.016636,0.690954,0.285684,0.347941,0.210599,0.274911,0.201981,0.219425,0.166081,0.178811,0.149160,0.149401,0.123069,0.139179,0.007532,0.002033,0.050004,0.006870,0.039583,0.002430,0.056656,0.001808,0.001942,0.015263,0.026115,0.002793,0.009919,85.714286,0.135593,mausam_vadia_ajj
0.027011,0.032510,2.995815,0.117155,0.196465,0.125443,0.009470,0.020675,-25.148712,2.377458,0.672196,1.020869,0.005340,0.070650,0.025887,0.223389,0.200668,0.189994,0.113007,0.031581,0.037381,0.007588,0.001684,0.091599,0.010646,0.043188,0.003075,0.103423,0.000381,0.002430,0.010066,0.044306,0.001610,0.044363,0.015690,0.026668,0.157515,0.032128,0.025794,0.134932,0.005560,0.023962,1.121981,0.377974,0.333273,0.258716,0.311842,0.223368,0.290091,0.177408,0.143661,0.204092,0.174301,0.193200,0.118777,0.007129,0.002740,0.054477,0.013365,0.034738,0.002875,0.058509,0.000463,0.003809,0.009790,0.027276,0.001243,0.009566,240.000000,0.138462,mausam_vadia_ajj
0.024191,0.022862,3.003905,0.111846,0.189128,0.115507,0.008719,0.023866,-25.644631,2.335385,0.597856,0.988242,0.031318,0.074095,0.092688,0.146620,0.209281,0.086403,-0.020343,-0.033212,0.073832,0.009252,0.001560,0.078306,0.006228,0.047883,0.009606,0.110331,0.000980,0.002209,0.008717,0.026923,0.004273,0.042901,0.012769,0.026210,0.201573,0.027967,0.027358,0.097561,0.005779,0.019466,1.766014,0.540221,0.469620,0.363195,0.226776,0.228633,0.278404,0.189800,0.154899,0.163961,0.174484,0.174708,0.146650,0.007760,0.001491,0.055394,0.007363,0.035262,0.010853,0.061832,0.002101,0.003030,0.009221,0.025171,0.006100,0.012742,240.000000,0.202532,parkhin_na_pahunch_jatt_di
0.019903,0.020554,2.979659,0.111125,0.190688,0.101219,0.009948,0.021900,-25.472305,2.396983,0.520959,0.951158,0.088074,0.138159,0.221471,0.132259,0.118347,0.148137,0.028393,-0.016069,0.103880,0.006835,0.000901,0.077049,0.010230,0.054628,0.003608,0.123197,0.000816,0.001669,0.008001,0.033288,0.001349,0.046587,0.009751,0.017576,0.167499,0.031251,0.028409,0.121962,0.005278,0.019623,1.416328,0.392896,0.507676,0.300165,0.216661,0.202382,0.280753,0.206099,0.179592,0.149879,0.166343,0.127062,0.162087,0.006687,0.001322,0.044196,0.012137,0.040506,0.005563,0.067079,0.001274,0.001947,0.005917,0.028169,0.001477,0.012105,200.000000,0.131579,parkhin_na_pahunch_jatt_di
0.023246,0.020479,3.032296,0.108281,0.186840,0.101436,0.008412,0.025030,-25.504793,2.383294,0.535856,0.940038,0.018793,-0.006127,0.131550,0.200034,0.172115,0.139155,0.004138,0.073821,0.076660,0.009005,0.002213,0.071005,0.012480,0.045999,0.010104,0.100187,0.000870,0.001593,0.008677,0.032769,0.003745,0.040468,0.008718,0.018280,0.183653,0.025795,0.026946,0.088780,0.004058,0.019730,1.387503,0.495469,0.617171,0.281173,0.301439,0.216414,0.261829,0.224110,0.169485,0.164478,0.159821,0.171146,0.196540,0.008090,0.002705,0.055882,0.016790,0.034301,0.010149,0.050417,0.001406,0.001604,0.006453,0.028768,0.004727,0.010755,300.000000,0.154762,parkhin_na_pahunch_jatt_di
0.024229,0.037443,3.001483,0.112970,0.194590,0.127875,0.010114,0.021597,-24.886464,2.423284,0.645176,0.895136,0.056802,0.078252,0.059522,0.185217,0.142245,0.181885,-0.007621,0.062744,0.111180,0.009897,0.001176,0.078789,0.008986,0.062181,0.005836,0.093041,0.001516,0.002890,0.008205,0.031963,0.002251,0.042317,0.013876,0.042130,0.236855,0.029028,0.026631,0.121506,0.007538,0.017525,1.328061,0.622290,0.464908,0.309180,0.265558,0.232369,0.247525,0.221099,0.193586,0.151463,0.180757,0.156283,0.160718,0.008091,0.001985,0.054429,0.009985,0.042120,0.008281,0.053469,0.002766,0.004197,0.007273,0.026354,0.002676,0.009047,300.000000,0.111111,parkhin_na_pahunch_jatt_di
0.026943,0.035262,2.997507,0.118873,0.194160,0.154200,0.008467,0.031806,-24.307495,2.341098,0.643209,0.851543,-0.044237,0.090660,0.171685,0.110269,0.123110,0.137934,0.052476,0.025764,0.037055,0.008187,0.001176,0.081480,0.016912,0.051529,0.006058,0.082527,0.000861,0.001930,0.012441,0.035620,0.002740,0.039838,0.014795,0.028864,0.167416,0.036546,0.030081,0.194894,0.004498,0.036896,1.302289,0.495908,0.487034,0.265113,0.283855,0.215798,0.289926,0.220475,0.175794,0.162365,0.132268,0.150488,0.121771,0.007612,0.001451,0.053201,0.022213,0.041613,0.006894,0.055272,0.001339,0.001883,0.011827,0.032824,0.002912,0.010098,240.000000,0.139535,parkhin_na_pahunch_jatt_di
0.022641,0.041564,2.978626,0.107953,0.190236,0.084277,0.009353,0.015578,-24.659670,2.469874,0.759132,0.990728,-0.101969,0.172875,0.083258,0.151581,0.108325,0.169621,0.066759,0.070101,0.021352,0.009464,0.000883,0.091286,0.009498,0.058913,0.004071,0.087210,0.000758,0.002376,0.007113,0.043760,0.003081,0.042773,0.009179,0.037993,0.186036,0.029783,0.027863,0.055324,0.005750,0.007580,1.449763,0.525300,0.432736,0.318507,0.298890,0.206188,0.233862,0.205901,0.192855,0.134147,0.132959,0.129540,0.149324,0.008635,0.001007,0.065355,0.013172,0.039868,0.003998,0.051853,0.001205,0.002613,0.006766,0.033170,0.005009,0.011049,200.000000,0.157143,parkhin_na_pahunch_jatt_di
0.018247,0.022518,3.001938,0.099495,0.179161,0.090963,0.011163,0.020523,-25.566737,2.390051,0.771478,0.979607,0.136484,0.098294,0.193159,0.241007,0.161842,0.245549,0.004984,0.090352,0.047557,0.005513,0.001064,0.054429,0.006004,0.054142,0.005330,0.128436,0.001271,0.003068,0.009940,0.035426,0.002402,0.044653,0.008960,0.018196,0.162959,0.027039,0.030314,0.092441,0.006306,0.020447,1.630614,0.477666,0.552474,0.252137,0.252835,0.242412,0.258125,0.247806,0.180311,0.150142,0.163384,0.155913,0.124336,0.005914,0.001648,0.037109,0.009220,0.041503,0.006644,0.068722,0.002933,0.004880,0.011661,0.031253,0.003243,0.012517,300.000000,0.129870,parkhin_na_pahunch_jatt_di
0.022005,0.022625,2.983274,0.104388,0.184080,0.104895,0.009214,0.023911,-25.298471,2.402870,0.620558,0.898653,0.163388,0.046982,0.152279,0.226398,0.101632,0.223611,0.070225,0.055595,0.071062,0.005589,0.001119,0.071557,0.011183,0.056645,0.006003,0.106376,0.001067,0.002048,0.008886,0.034134,0.002111,0.041940,0.013346,0.021083,0.173972,0.031603,0.034712,0.123222,0.005095,0.023238,1.825439,0.444390,0.588011,0.381069,0.271082,0.242814,0.298894,0.214651,0.211604,0.156208,0.151412,0.141719,0.154858,0.004396,0.001448,0.041375,0.013501,0.036952,0.007403,0.070753,0.002013,0.002579,0.007406,0.027473,0.002879,0.013827,240.000000,0.115385,parkhin_na_pahunch_jatt_di
0.018368,0.024166,2.970166,0.102226,0.183588,0.075996,0.009390,0.020024,-25.487155,2.451753,0.546782,0.889994,0.092647,0.121175,0.168235,0.192345,0.101984,0.211834,0.038154,0.118562,0.116431,0.005649,0.001042,0.106139,0.007684,0.042801,0.007870,0.090288,0.001112,0.002105,0.006945,0.046960,0.004621,0.045418,0.008334,0.020925,0.166817,0.029993,0.033972,0.061364,0.004323,0.017941,1.871899,0.469211,0.598714,0.316437,0.303400,0.232489,0.268171,0.209430,0.166444,0.166799,0.154567,0.166661,0.141862,0.005477,0.001395,0.074338,0.010519,0.025567,0.008823,0.051715,0.002436,0.002339,0.008098,0.040191,0.008949,0.016169,300.000000,0.187500,parkhin_na_pahunch_jatt_di
0.020765,0.026127,2.943503,0.111928,0.192450,0.100730,0.009619,0.019208,-25.129557,2.339581,0.606287,0.916568,0.106009,0.066443,0.194864,0.127153,0.126625,0.221474,0.020070,0.064599,0.057031,0.005961,0.000827,0.091329,0.009801,0.046234,0.003700,0.121427,0.001995,0.001498,0.008624,0.039338,0.001609,0.048534,0.009992,0.022343,0.193308,0.030037,0.031209,0.083825,0.004997,0.015343,1.763395,0.417446,0.527903,0.347921,0.282163,0.211806,0.255018,0.178551,0.183312,0.149453,0.172265,0.185192,0.137918,0.005093,0.001110,0.060042,0.011306,0.034798,0.003596,0.081001,0.003890,0.001884,0.007755,0.039701,0.002133,0.016991,300.000000,0.137500,parkhin_na_pahunch_jatt_di
0.022331,0.019897,3.037611,0.108222,0.190928,0.086115,0.008953,0.021763,-26.100617,2.440088,0.282767,1.017763,0.119663,-0.012065,-0.151288,0.317783,0.322430,0.019648,-0.134413,-0.028675,0.157481,0.014744,0.003377,0.059215,0.006179,0.036873,0.006026,0.129197,0.000389,0.002342,0.009350,0.049910,0.003333,0.044279,0.008040,0.018647,0.145716,0.022373,0.022007,0.065645,0.003302,0.015691,0.922380,0.331198,0.243167,0.251490,0.261976,0.208218,0.178788,0.157502,0.162160,0.151441,0.162433,0.128055,0.126718,0.012158,0.002975,0.042488,0.005057,0.029555,0.006551,0.060644,0.000354,0.002316,0.009997,0.039418,0.004632,0.010691,300.000000,0.159420,tathe_nu_phone_la
0.023919,0.028392,2.968459,0.117637,0.201183,0.100030,0.009121,0.016394,-25.347730,2.298749,0.712181,1.064856,0.029900,0.154951,0.087789,0.250955,0.155871,0.114491,0.073416,-0.055770,0.078905,0.009893,0.001246,0.083245,0.006186,0.038268,0.003582,0.119415,0.000352,0.001656,0.008409,0.047487,0.001871,0.045671,0.008652,0.017603,0.170536,0.018222,0.016607,0.075333,0.004197,0.012948,0.759915,0.327107,0.227827,0.241170,0.290281,0.187285,0.197331,0.174454,0.145762,0.195658,0.155569,0.160756,0.141455,0.009126,0.001376,0.053558,0.007083,0.026913,0.003888,0.055476,0.000377,0.001884,0.008199,0.034376,0.002839,0.009906,240.000000,0.114754,tathe_nu_phone_la
0.024531,0.011524,2.957231,0.119519,0.201297,0.109488,0.007639,0.020115,-26.231352,2.222832,0.599441,1.059870,0.044629,0.221896,0.038702,0.210386,0.190111,0.101269,0.058346,0.027902,0.047207,0.008954,0.001012,0.071417,0.007929,0.051795,0.003345,0.095826,0.000446,0.002165,0.011066,0.052087,0.002252,0.039610,0.010459,0.008628,0.184224,0.023329,0.023600,0.062731,0.004023,0.011404,0.806802,0.317123,0.286094,0.272552,0.266402,0.223467,0.212599,0.168848,0.186175,0.195282,0.157915,0.170320,0.128368,0.007185,0.000931,0.037682,0.007204,0.027481,0.003555,0.047756,0.000429,0.002343,0.008463,0.035849,0.003212,0.008700,200.000000,0.132353,tathe_nu_phone_la
0.033515,0.025543,3.011095,0.138584,0.213780,0.169180,0.007552,0.023533,-25.831501,2.312181,0.556145,0.921467,0.058176,0.062759,-0.012830,0.302795,0.239026,0.096946,-0.023457,-0.065069,0.022210,0.012466,0.001922,0.082628,0.006954,0.042065,0.005126,0.099300,0.000409,0.001428,0.010110,0.046040,0.005443,0.042267,0.016959,0.026869,0.179278,0.041008,0.031165,0.151457,0.004645,0.024445,1.207974,0.375407,0.286469,0.311865,0.240947,0.201697,0.200951,0.169780,0.176706,0.129750,0.186216,0.174067,0.138904,0.007373,0.002393,0.056477,0.007874,0.027232,0.006704,0.055404,0.000276,0.001010,0.008320,0.035133,0.007364,0.011484,300.000000,0.106061,tathe_nu_phone_la
0.027828,0.029666,2.989116,0.129485,0.207114,0.146114,0.008660,0.021673,-25.937143,2.186897,0.788335,1.013623,0.017972,0.113611,0.048436,0.157247,0.132579,0.101047,0.020534,-0.059422,0.038840,0.009820,0.001118,0.075929,0.010883,0.035693,0.007141,0.126411,0.000498,0.001311,0.008093,0.045047,0.002148,0.046573,0.013975,0.033261,0.176085,0.026548,0.019041,0.116788,0.005591,0.019554,1.116816,0.439376,0.295945,0.335705,0.209652,0.226966,0.215524,0.184445,0.186674,0.165830,0.148007,0.143458,0.178168,0.007217,0.001322,0.042100,0.015631,0.028124,0.008165,0.066648,0.000911,0.001141,0.006619,0.036448,0.002701,0.010521,200.000000,0.128571,tathe_nu_phone_la
0.028168,0.025652,3.018732,0.124804,0.204330,0.138375,0.008027,0.023866,-25.889641,2.392546,0.711647,0.941350,-0.035418,0.113642,0.010182,0.185293,0.239606,0.128053,0.080893,-0.059901,-0.031727,0.010275,0.002224,0.073208,0.007185,0.039147,0.006924,0.084678,0.000448,0.002250,0.012035,0.060097,0.003871,0.038929,0.015590,0.039048,0.180420,0.032310,0.026975,0.127684,0.004573,0.026862,1.670098,0.558070,0.276656,0.395177,0.256036,0.247223,0.258779,0.170819,0.170199,0.159635,0.146855,0.180037,0.175840,0.007845,0.003008,0.045259,0.009253,0.034723,0.008529,0.044089,0.000416,0.003704,0.013102,0.040010,0.004563,0.008469,300.000000,0.161765,tathe_nu_phone_la
0.026875,0.018329,2.999063,0.127940,0.203912,0.165719,0.009231,0.028917,-26.326854,2.391136,0.686416,0.896377,-0.014504,0.126142,0.027922,0.156226,0.195274,0.096675,0.078846,-0.020746,0.017338,0.009074,0.001083,0.057554,0.010900,0.038005,0.006731,0.126436,0.000361,0.002289,0.012612,0.052172,0.002951,0.047433,0.018104,0.016025,0.172892,0.038718,0.024381,0.197898,0.007160,0.034114,0.886784,0.513530,0.311658,0.318687,0.216801,0.239028,0.221207,0.182356,0.188474,0.145929,0.143133,0.149949,0.180692,0.007301,0.001142,0.040570,0.011860,0.025217,0.008045,0.062372,0.000363,0.003641,0.015293,0.032496,0.003867,0.011170,171.428571,0.145161,tathe_nu_phone_la
0.024077,0.012195,2.986727,0.125964,0.206171,0.139843,0.009976,0.026104,-26.754985,2.418470,0.673388,0.885244,-0.019891,0.090223,0.064311,0.164724,0.193470,0.133961,0.066107,-0.020091,0.080228,0.008744,0.001221,0.071427,0.010106,0.041877,0.004493,0.106405,0.000478,0.002267,0.007561,0.065410,0.002281,0.046474,0.014118,0.009848,0.195042,0.040250,0.026481,0.201199,0.005760,0.049533,1.156141,0.449948,0.372290,0.293469,0.231725,0.243912,0.287910,0.185099,0.203340,0.169877,0.112595,0.122593,0.150160,0.009898,0.001316,0.051461,0.009633,0.027826,0.004955,0.061754,0.000694,0.003212,0.005940,0.041038,0.002532,0.010505,171.428571,0.125000,tathe_nu_phone_la
0.025582,0.034454,3.007736,0.119804,0.196325,0.137108,0.008330,0.022747,-24.848874,2.251818,0.671753,1.034101,-0.000601,0.090672,0.037969,0.274333,0.140336,0.202331,0.085576,0.017391,0.032233,0.008204,0.001478,0.076539,0.007677,0.073283,0.003410,0.062059,0.000476,0.001668,0.007996,0.042065,0.002332,0.039748,0.012607,0.029804,0.173011,0.030780,0.025648,0.116922,0.004981,0.022708,1.072927,0.480396,0.359993,0.323828,0.266682,0.198316,0.271253,0.186518,0.196657,0.199424,0.149398,0.156224,0.155336,0.007102,0.002223,0.055486,0.006899,0.038679,0.004687,0.038518,0.000603,0.001388,0.007280,0.034319,0.003114,0.008738,240.000000,0.115942,tathe_nu_phone_la
0.034710,0.019098,2.994724,0.140419,0.211807,0.197344,0.006821,0.030505,-25.597897,1.996366,0.710965,1.096994,-0.049060,0.023052,0.057656,0.243374,0.197149,0.134321,0.054968,-0.018697,-0.005034,0.009119,0.001471,0.085912,0.007318,0.040907,0.004658,0.095036,0.000500,0.001843,0.009484,0.049506,0.002476,0.042087,0.013988,0.023045,0.166692,0.045196,0.041295,0.155899,0.003689,0.027113,1.144946,0.534708,0.333390,0.266678,0.243248,0.217716,0.239830,0.177511,0.198562,0.178269,0.188826,0.159601,0.159661,0.009325,0.001063,0.047293,0.007219,0.036062,0.006154,0.055166,0.000562,0.001805,0.007293,0.037241,0.003297,0.010475,300.000000,0.119403,tathe_nu_phone_la
0.025544,0.016662,2.985677,0.125837,0.204976,0.149150,0.007701,0.024274,-25.886117,2.234288,0.661379,1.087633,0.057701,0.111551,0.036158,0.318780,0.156379,0.134349,0.025935,-0.061774,0.030889,0.010192,0.001549,0.084851,0.007649,0.045041,0.004074,0.102416,0.000526,0.001374,0.008479,0.040082,0.002291,0.041958,0.010504,0.010579,0.180681,0.031059,0.022593,0.161223,0.004071,0.029359,0.945827,0.351906,0.274250,0.294369,0.267544,0.172311,0.189270,0.181245,0.183022,0.167609,0.154242,0.148134,0.132247,0.007964,0.001849,0.048005,0.007605,0.032138,0.004691,0.051669,0.000582,0.001500,0.007402,0.028721,0.003417,0.010389,300.000000,0.144928,tathe_nu_phone_la
0.024153,0.001189,3.008116,0.104908,0.182018,0.110003,0.011884,0.024803,-30.823591,2.536687,0.649483,0.756207,-0.221966,-0.004163,-0.046968,0.271200,0.147466,0.095232,-0.003890,0.078303,-0.050999,0.012190,0.002145,0.045375,0.009047,0.058178,0.020200,0.084426,0.001049,0.002301,0.012177,0.026009,0.012735,0.035092,0.014366,0.003848,0.282797,0.037363,0.040151,0.090725,0.007451,0.015398,1.790810,0.466089,0.575278,0.359599,0.344693,0.271764,0.358294,0.253860,0.205045,0.151255,0.191424,0.193459,0.186661,0.014493,0.002344,0.043817,0.010708,0.040677,0.025455,0.045261,0.002206,0.003010,0.016046,0.022782,0.017959,0.009493,240.000000,0.204819,thoda_ja_lamba_phrase
